kunsigned	8
orig	8
stdbool	8
externvar	8
local_static	8
test_struct	8
unistd	7
wastrue	7
read_expand	7
argument	7
you	7
has	7
does	7
khashhash	7
read_expand_newline	7
make_map	7
should	7
pp	7
read_expr	7
all	7
first	7
can	7
premature	7
enable_warning	7
read_token	7
do_ty	7
ast_label	7
ast_funcall	7
ast_funcptr_call	7
ast_return	7
op_shr	7
op_ne	7
strings	7
errno	7
stat	7
push_xmm	7
aligned	7
movb	7
variable	7
lines	7
rest	7
ireg	7
nints	7
nfloats	7
isstatic	7
definition	7
make_token	7
allowed	7
outfile	7
bit	7
make_map_parent	7
size_t	7
type_char	7
type_uint	7
make_array_type	7
read_declarator_tail	7
make_func_type	7
defaultexpr	7
compute_padding	7
unnamed	7
maxsize	7
rsize	7
style	7
_alignof	7
klong	7
statement	7
memcmp	7
booltest	7
printfail	7
stdarg	6
avail	6
quote_cstring	6
tmacro_param	6
level	6
don	6
set_union	6
vec_reverse	6
_param	6
set_intersection	6
kellipsis	6
count	6
so	6
warnt	6
special	6
regular	6
try_include	6
dir	6
isimport	6
stream_push	6
strdup	6
decorate_int	6
kind_void	6
make_dict	6
ast_func	6
op_logor	6
to_utf	6
stderr	6
stream	6
dumpstack	6
get_int_reg	6
movsd	6
pop_xmm	6
inst	6
ensure_lvar_init	6
isdouble	6
__builtin_reg_class	6
characters	6
escape	6
infile	6
cppdefs	6
usage	6
stdout	6
argc	6
argv	6
tombstone	6
max	6
tags	6
labels	6
gotos	6
lcontinue	6
type_long	6
type_ulong	6
read_decl_spec	6
read_expr_opt	6
read_comma_expr	6
make_type	6
have	6
is_same_struct	6
constant	6
paramtype	6
read_shift_expr	6
result	6
member	6
finish_bitfield	6
fieldname	6
two	6
ellipsis	6
kvoid	6
kdouble	6
stmt	6
assert_null	6
rev	6
test_basic	6
test_bool	6
test_float	6
test_array	6
foo	6
macro_	6
identity	6
cell	6
memcpy	5
specialmacrohandler	5
is_vararg	5
standard	5
using	5
peek_token	5
vec_append	5
skip_cond_incl	5
second	5
returns	5
valid	5
fopen	5
make_file	5
directive	5
used	5
them	5
preprocessor	5
counter	5
usr	5
local	5
make_file_string	5
_bool	5
do_node	5
op_cast	5
op_label_addr	5
enc_wchar	5
tchar	5
warning_is_error	5
errorf	5
warnf	5
backed	5
stdio	5
converted	5
buflen	5
regs	5
totalsize	5
do_emit_data	5
lx	5
emit_lload	5
setne	5
movzb	5
emit_comp	5
emit_load_convert	5
lastend	5
slabel	5
loc	5
__builtin_return_address	5
xreg	5
isptr	5
hasva	5
call	5
ast_computed_goto	5
localarea	5
different	5
delta	5
block	5
nest	5
on	5
read_number	5
extension	5
read_string	5
given	5
main	5
dumpast	5
dumpasm	5
perror	5
nused	5
recursive	5
alignment	5
will	5
source_loc	5
type_ushort	5
read_compound_stmt	5
read_unary_expr	5
read_decl	5
read_decl_init	5
read_boolean_expr	5
env	5
ast_floattype	5
ast_typedef	5
copy_type	5
ensure_lvalue	5
ensure_not_void	5
make_pair	5
wrap	5
fromtype	5
_static_assert	5
read_equality_expr	5
cop	5
flexible	5
idx	5
paramvars	5
kbool	5
kint	5
kfloat	5
kshort	5
dst	5
define_builtin	5
assert_true	5
do_make_vector	5
__va_elem	5
abcd	5
verify	5
bug	5
xp	5
msg	5
ctype	4
realloc_body	4
buf_append	4
aq	4
cpp	4
keywords	4
now	4
cpp_token_zero	4
in_else	4
make_obj_macro	4
read_directive	4
make_macro	4
make_macro_token	4
propagate_space	4
ident	4
token_buffer_stash	4
token_buffer_unstash	4
expanded	4
missing	4
map_len	4
map_remove	4
do_read_if	4
non	4
following	4
may	4
into	4
disable_warning	4
strftime	4
__timestamp__	4
get_base_file	4
inc	4
linux	4
__counter__	4
read_from_string	4
stream_stash	4
read_toplevels	4
emit_toplevel	4
stream_unstash	4
decl	4
op_ge	4
op_pre_inc	4
op_pre_dec	4
op_post_inc	4
op_post_dec	4
enc_utf	4
tinvalid	4
tspace	4
literals	4
byte	4
write_utf	4
vfprintf	4
token_pos	4
step	4
fclose	4
dumpsource	4
edx	4
numgp	4
numfp	4
source_files	4
emit_decl_init	4
regarea_size	4
ignore	4
col	4
movss	4
emit_lsave	4
emit_store	4
cmp	4
xor	4
least	4
emit_jmp	4
text	4
st_size	4
emit_args	4
restsize	4
ne	4
example	4
about	4
see	4
skip_space	4
lexer	4
basic	4
read_escaped_char	4
compiler	4
read_char	4
do_read_token	4
op_inc	4
status	4
close	4
cpponly	4
tmpfiles	4
dump	4
specified	4
make	4
must	4
pid	4
same	4
globalenv	4
current_func_type	4
type_bool	4
type_double	4
kind_enum	4
read_decl_or_stmt	4
isglobal	4
read_abstract_declarator	4
read_struct_field	4
read_initializer_list	4
read_conditional_expr	4
s_static	4
decl_body	4
ensure_inttype	4
arithmetic	4
ka	4
desg	4
contexpr	4
read_multiplicative_expr	4
bitfield	4
maybe_skip_comma	4
read_initializer_elem	4
rname	4
kchar	4
skip_parentheses	4
set_jump_labels	4
brk	4
obreak	4
restore_jump_labels	4
duplicate	4
read_label_tail	4
voidptr	4
two_voidptrs	4
cwd	4
copy	4
noreturn	4
__stdc_utf_	4
__amd	4
__x	4
fffffffffffffp	4
stddef	4
test_constexpr	4
xffffffffu	4
test_return_address_sub	4
func_name	4
retfunc	4
uchar	4
test_string	4
test_typedef	4
ux	4
no_such_macro	4
minus	4
noarg	4
test_unsigned	4
vsnprintf	3
vformat	3
quote	3
quote_cstring_len	3
quote_char	3
document	3
cpp_token_one	3
macro_obj	3
macro_func	3
macro_special	3
make_func_macro	3
make_special_macro	3
define_obj_macro	3
vec_set	3
unterminated	3
within	3
whitespace	3
know	3
such	3
stringize	3
match	3
lex_string	3
glue_push	3
__va_arg__	3
unget_all	3
hashhash_check	3
appear	3
expansion	3
like	3
says	3
identifiers	3
read_constexpr	3
istrue	3
skips	3
warning	3
read_error_message	3
read_cpp_header_name	3
reading	3
read_header_file_name	3
read_include	3
find	3
doesn	3
parse_pragma_operand	3
is_digit_sequence	3
isdigit	3
original	3
information	3
mtime	3
stream_depth	3
add_include_path	3
__include_level__	3
init_now	3
cpp_init	3
llong	3
s_declinit	3
initlist	3
op_a_add	3
op_a_sub	3
op_a_mul	3
op_a_div	3
op_a_mod	3
op_a_and	3
op_a_or	3
op_a_xor	3
op_a_sal	3
op_a_sar	3
op_a_shr	3
encoding_prefix	3
read_rune	3
xf	3
xff	3
xe	3
print_error	3
isatty	3
either	3
done	3
removed	3
stashed	3
fstat	3
strerror	3
cl	3
ecx	3
source_lines	3
last_loc	3
emit_data	3
emitf	3
__func__	3
set_output_file	3
close_output_file	3
ax	3
get_load_inst	3
rem	3
push_struct	3
movq	3
maybe_emit_bitshift_load	3
maybe_emit_bitshift_save	3
emit_gload	3
maybe_convert_bool	3
emit_gsave	3
do_emit_assign_deref	3
emit_zero_filler	3
emit_assign_struct_ref	3
emit_load_struct_ref	3
ss	3
emit_ret	3
sete	3
emit_pre_inc_dec	3
emit_post_inc_dec	3
je	3
register	3
__builtin_va_start	3
vals	3
maybe_booleanize_retval	3
padding	3
emit_zero	3
diff	3
emit_data_primtype	3
phase	3
comment	3
just	3
more	3
some	3
eof_token	3
pos_string	3
skip_block_comment	3
lex_init	3
make_ident	3
make_char	3
skip_line	3
do_skip_space	3
numbers	3
flonum	3
strchr	3
nextoct	3
sequences	3
read_universal_char	3
universal	3
here	3
part	3
maybe_end	3
digraph	3
digraphs	3
spellings	3
op_dec	3
use	3
values	3
dontlink	3
exitcode	3
before	3
run	3
ast	3
stack	3
warnings	3
replace_suffix	3
suffix	3
tmp	3
opt	3
parse_init	3
do_make_map	3
found	3
when	3
representing	3
type_llong	3
type_ullong	3
type_float	3
type_ldouble	3
s_typedef	3
s_extern	3
decl_param	3
decl_param_typeonly	3
decl_cast	3
make_tempname	3
make_case	3
ast_string	3
make_rectype	3
is_string	3
get_typedef	3
conversion	3
designator	3
same_arith_type	3
usual	3
usual_arith_conv	3
ptrdiff_t	3
kb	3
ensure_assignable	3
eval_struct_ref	3
read_func_args	3
type_compatible	3
twice	3
read_static_assert	3
rtype	3
lastexpr	3
read_postfix_expr_tail	3
read_unary_incdec	3
address	3
unary	3
read_additive_expr	3
read_bitand_expr	3
read_bitxor_expr	3
read_bitor_expr	3
read_logand_expr	3
read_logor_expr	3
do_read_conditional_expr	3
squash_unnamed_struct	3
read_rectype_def	3
assign_string	3
maybe_read_brace	3
skip_to_brace	3
sort_inits	3
vec_body	3
elemsize	3
read_array_initializer	3
consider	3
parentheses	3
optional	3
prototyped	3
typeonly	3
read_declarator_func	3
beginning	3
would	3
stub	3
specifier	3
rsclass	3
kllong	3
ksigned	3
alignas	3
read_decl_spec_opt	3
funcname	3
is_funcdef	3
mid	3
clean	3
path_max	3
vec_copy	3
roundup	3
extend	3
newbody	3
elem	3
__sizeof_double__	3
__sizeof_float__	3
__sizeof_int__	3
__sizeof_long_double__	3
__sizeof_long_long__	3
__sizeof_long__	3
__sizeof_pointer__	3
__sizeof_ptrdiff_t__	3
__sizeof_short__	3
__sizeof_size_t__	3
flt_true_min	3
dbl_true_min	3
ldbl_true_min	3
gp_offset	3
fp_offset	3
reg_save_area	3
klass	3
__stdbool_h	3
_noreturn	3
test_return_address	3
td	3
mytype	3
test_funcdesg	3
schar	3
sc	3
uc	3
us	3
defaultint	3
ye	3
abcdefg	3
expects	3
bar	3
